id,state,key_mun,name_mun
311,10,7,La Magdalena Contreras
312,10,8,Milpa Alta
313,10,9,Álvaro Obregón
314,10,10,Tláhuac
315,10,11,Tlalpan
316,10,12,Xochimilco
317,10,13,Benito Juárez
318,10,14,Cuauhtémoc
319,10,15,Miguel Hidalgo
320,10,16,Venustiano Carranza
321,11,1,Abasolo
322,11,2,Acámbaro
323,11,3,San Miguel de Allende
324,11,4,Apaseo el Alto
325,11,5,Apaseo el Grande
326,11,6,Atarjea
327,11,7,Celaya
328,11,8,Manuel Doblado
329,11,9,Comonfort
330,11,10,Coroneo
331,11,11,Cortazar
332,11,12,Cuerámaro
333,11,13,Doctor Mora
334,11,14,Dolores Hidalgo Cuna de la Independencia Nacional
335,11,15,Guanajuato
336,11,16,Huanímaro
337,11,17,Irapuato
338,11,18,Jaral del Progreso
339,11,19,Jerécuaro
340,11,20,León
341,11,21,Moroleón
342,11,22,Ocampo
343,11,23,Pénjamo
344,11,24,Pueblo Nuevo
345,11,25,Purísima del Rincón
346,11,26,Romita
347,11,27,Salamanca
348,11,28,Salvatierra
349,11,29,San Diego de la Unión
350,11,30,San Felipe
351,11,31,San Francisco del Rincón
352,11,32,San José Iturbide
353,11,33,San Luis de la Paz
354,11,34,Santa Catarina
355,11,35,Santa Cruz de Juventino Rosas
356,11,36,Santiago Maravatío
357,11,37,Silao
358,11,38,Tarandacuao
359,11,39,Tarimoro
360,11,40,Tierra Blanca
361,11,41,Uriangato
362,11,42,Valle de Santiago
363,11,43,Victoria
364,11,44,Villagrán
365,11,45,Xichú
366,11,46,Yuriria
367,12,1,Acapulco de Juárez
368,12,2,Ahuacuotzingo
369,12,3,Ajuchitlán del Progreso
370,12,4,Alcozauca de Guerrero
371,12,5,Alpoyeca
372,12,6,Apaxtla
373,12,7,Arcelia
374,12,8,Atenango del Río
375,12,9,Atlamajalcingo del Monte
376,12,10,Atlixtac
377,12,11,Atoyac de Álvarez
378,12,12,Ayutla de los Libres
379,12,13,Azoyú
380,12,14,Benito Juárez
381,12,15,Buenavista de Cuéllar
382,12,16,Coahuayutla de José María Izazaga
383,12,17,Cocula
384,12,18,Copala
385,12,19,Copalillo
386,12,20,Copanatoyac
387,12,21,Coyuca de Benítez
388,12,22,Coyuca de Catalán
389,12,23,Cuajinicuilapa
390,12,24,Cualác
391,12,25,Cuautepec
392,12,26,Cuetzala del Progreso
393,12,27,Cutzamala de Pinzón
394,12,28,Chilapa de Álvarez
395,12,29,Chilpancingo de los Bravo
396,12,30,Florencio Villarreal
397,12,31,General Canuto A. Neri
398,12,32,General Heliodoro Castillo
399,12,33,Huamuxtitlán
400,12,34,Huitzuco de los Figueroa
401,12,35,Iguala de la Independencia
402,12,36,Igualapa
403,12,37,Ixcateopan de Cuauhtémoc
404,12,38,Zihuatanejo de Azueta
405,12,39,Juan R. Escudero
406,12,40,Leonardo Bravo
407,12,41,Malinaltepec
408,12,42,Mártir de Cuilapan
409,12,43,Metlatónoc
410,12,44,Mochitlán
411,12,45,Olinalá
412,12,46,Ometepec
413,12,47,Pedro Ascencio Alquisiras
414,12,48,Petatlán
415,12,49,Pilcaya
416,12,50,Pungarabato
417,12,51,Quechultenango
418,12,52,San Luis Acatlán
419,12,53,San Marcos
420,12,54,San Miguel Totolapan
421,12,55,Taxco de Alarcón
422,12,56,Tecoanapa
423,12,57,Técpan de Galeana
424,12,58,Teloloapan
425,12,59,Tepecoacuilco de Trujano
426,12,60,Tetipac
427,12,61,Tixtla de Guerrero
428,12,62,Tlacoachistlahuaca
429,12,63,Tlacoapa
430,12,64,Tlalchapa
431,12,65,Tlalixtaquilla de Maldonado
432,12,66,Tlapa de Comonfort
433,12,67,Tlapehuala
434,12,68,La Unión de Isidoro Montes de Oca
435,12,69,Xalpatláhuac
436,12,70,Xochihuehuetlán
437,12,71,Xochistlahuaca
438,12,72,Zapotitlán Tablas
439,12,73,Zirándaro
440,12,74,Zitlala
441,12,75,Eduardo Neri
442,12,76,Acatepec
443,12,77,Marquelia
444,12,78,Cochoapa el Grande
445,12,79,José Joaquín de Herrera
446,12,80,Juchitán
447,12,81,Iliatenco
448,13,1,Acatlán
449,13,2,Acaxochitlán
450,13,3,Actopan
451,13,4,Agua Blanca de Iturbide
452,13,5,Ajacuba
453,13,6,Alfajayucan
454,13,7,Almoloya
455,13,8,Apan
456,13,9,El Arenal
457,13,10,Atitalaquia
458,13,11,Atlapexco
459,13,12,Atotonilco el Grande
460,13,13,Atotonilco de Tula
461,13,14,Calnali
462,13,15,Cardonal
463,13,16,Cuautepec de Hinojosa
464,13,17,Chapantongo
465,13,18,Chapulhuacán
466,13,19,Chilcuautla
467,13,20,Eloxochitlán
468,13,21,Emiliano Zapata
469,13,22,Epazoyucan
470,13,23,Francisco I. Madero
471,13,24,Huasca de Ocampo
472,13,25,Huautla
473,13,26,Huazalingo
474,13,27,Huehuetla
475,13,28,Huejutla de Reyes
476,13,29,Huichapan
477,13,30,Ixmiquilpan
478,13,31,Jacala de Ledezma
479,13,32,Jaltocán
480,13,33,Juárez Hidalgo
481,13,34,Lolotla
482,13,35,Metepec
483,13,36,San Agustín Metzquititlán
484,13,37,Metztitlán
485,13,38,Mineral del Chico
486,13,39,Mineral del Monte
487,13,40,La Misión
488,13,41,Mixquiahuala de Juárez
489,13,42,Molango de Escamilla
490,13,43,Nicolás Flores
491,13,44,Nopala de Villagrán
492,13,45,Omitlán de Juárez
493,13,46,San Felipe Orizatlán
494,13,47,Pacula
495,13,48,Pachuca de Soto
496,13,49,Pisaflores
497,13,50,Progreso de Obregón
498,13,51,Mineral de la Reforma
499,13,52,San Agustín Tlaxiaca
500,13,53,San Bartolo Tutotepec
501,13,54,San Salvador
502,13,55,Santiago de Anaya
503,13,56,Santiago Tulantepec de Lugo Guerrero
504,13,57,Singuilucan
505,13,58,Tasquillo
506,13,59,Tecozautla
507,13,60,Tenango de Doria
508,13,61,Tepeapulco
509,13,62,Tepehuacán de Guerrero
510,13,63,Tepeji del Río de Ocampo
511,13,64,Tepetitlán
512,13,65,Tetepango
513,13,66,Villa de Tezontepec
514,13,67,Tezontepec de Aldama
515,13,68,Tianguistengo
516,13,69,Tizayuca
517,13,70,Tlahuelilpan
518,13,71,Tlahuiltepa
519,13,72,Tlanalapa
520,13,73,Tlanchinol
521,13,74,Tlaxcoapan
522,13,75,Tolcayuca
523,13,76,Tula de Allende
524,13,77,Tulancingo de Bravo
525,13,78,Xochiatipan
526,13,79,Xochicoatlán
527,13,80,Yahualica
528,13,81,Zacualtipán de Ángeles
529,13,82,Zapotlán de Juárez
530,13,83,Zempoala
531,13,84,Zimapán
532,14,1,Acatic
533,14,2,Acatlán de Juárez
534,14,3,Ahualulco de Mercado
535,14,4,Amacueca
536,14,5,Amatitán
537,14,6,Ameca
538,14,7,San Juanito de Escobedo
539,14,8,Arandas
540,14,9,El Arenal
541,14,10,Atemajac de Brizuela
542,14,11,Atengo
543,14,12,Atenguillo
544,14,13,Atotonilco el Alto
545,14,14,Atoyac
546,14,15,Autlán de Navarro
547,14,16,Ayotlán
548,14,17,Ayutla
549,14,18,La Barca
550,14,19,Bolaños
551,14,20,Cabo Corrientes
552,14,21,Casimiro Castillo
553,14,22,Cihuatlán
554,14,23,Zapotlán el Grande
555,14,24,Cocula
556,14,25,Colotlán
557,14,26,Concepción de Buenos Aires
558,14,27,Cuautitlán de García Barragán
559,14,28,Cuautla
560,14,29,Cuquío
561,14,30,Chapala
562,14,31,Chimaltitán
563,14,32,Chiquilistlán
564,14,33,Degollado
565,14,34,Ejutla
566,14,35,Encarnación de Díaz
567,14,36,Etzatlán
568,14,37,El Grullo
569,14,38,Guachinango
